"","Tm","X.Bat","BatAge","R.G","G","PA","AB","RS","Hits.Made","X2B","X3B","HR.Made","RBI","SB","CS","BB.Made","SO.Batting","BA","OBP","SLG","OPS","OPS.PLUS","TB","GDP","HBP.Batting","SH","SF","IBB.Batting","LOB.Batting","X.P","PAge","RAperG","W","L","W.L.","ERA","GS","GF","CG","tSho","cSho","SV","IP","Hits.Allowed","RA","ER","HR.Allowed","BB.Allowed","IBB.Pitching","SO.Pitching","HBP.Pitching","BK","WP","BF","ERA.PLUS","FIP","WHIP","H9","HR9","BB9","SO9","SO.Walk","LOB.Pitching","year","RS.RA","PO","WS","X.Fld","RunsAllowedPerGame","DefEff","Inn","Ch","PO.Fielding","A","E","DP","Fld.Percent","Rtot","Rtot.yr"
"265","San Diego Padres1979",35,27.4,3.75,161,6169,5446,603,1316,193,53,93,559,100,58,534,770,0.242,0.311,0.348,0.659,86,1894,104,32,113,43,81,1164,13,29.1,4.23,68,93,0.422,3.69,161,132,29,7,5,25,1453,1438,681,596,108,513,68,779,23,9,23,6160,95,3.73,1.343,8.9,0.7,3.2,4.8,1.52,1120,1979,-78,0,0,35,4.23,0.701,13077,6443,4359,1943,141,154,0.978,15,1
"266","Seattle Mariners1979",35,28.6,4.39,162,6207,5544,711,1490,250,52,132,676,126,52,515,725,0.269,0.331,0.404,0.735,96,2240,158,28,61,54,45,1145,17,25.5,5.06,67,95,0.414,4.58,162,125,37,7,5,26,1438,1567,820,731,165,571,74,736,33,2,43,6314,96,4.46,1.487,9.8,1,3.6,4.6,1.29,1180,1979,-109,0,0,33,5.06,0.69,12942,6334,4314,1879,141,170,0.978,-7,-1
"267","San Francisco Giants1979",36,28.1,4.15,162,6133,5395,672,1328,192,36,125,616,140,73,580,925,0.246,0.319,0.365,0.684,93,1967,100,20,89,47,61,1131,16,28.3,4.64,71,91,0.438,4.16,162,137,25,6,5,34,1436,1484,751,664,143,577,95,880,27,9,50,6259,85,4.06,1.435,9.3,0.9,3.6,5.5,1.53,1200,1979,-79,0,0,36,4.64,0.688,12924,6277,4308,1806,163,138,0.974,-70,-7
"268","St. Louis Cardinals1979",37,27.4,4.48,163,6347,5734,731,1594,279,63,100,685,116,69,460,838,0.278,0.331,0.401,0.732,98,2299,116,27,63,63,69,1170,16,26.4,4.25,86,76,0.531,3.72,163,125,38,10,7,25,1486.2,1449,693,615,127,501,54,788,18,10,45,6255,103,3.83,1.312,8.8,0.8,3,4.8,1.57,1102,1979,38,0,0,37,4.25,0.708,13380,6524,4460,1932,132,166,0.98,21,2
"269","Texas Rangers1979",39,27.8,4.63,162,6194,5562,750,1549,252,26,140,718,79,51,461,607,0.278,0.334,0.409,0.743,102,2273,135,33,78,59,49,1136,16,29.3,4.31,83,79,0.512,3.86,162,136,26,10,5,42,1437,1371,698,617,135,532,40,773,28,2,37,6092,108,4.05,1.324,8.6,0.8,3.3,4.8,1.45,1083,1979,52,0,0,38,4.31,0.714,12932,6303,4311,1862,130,151,0.979,58,5
"270","Toronto Blue Jays1979",39,26.7,3.78,162,6010,5423,613,1362,253,34,95,562,75,56,448,663,0.251,0.311,0.363,0.673,82,1968,131,36,65,38,21,1064,19,25.5,5.32,53,109,0.327,4.82,162,118,44,7,6,11,1417,1537,862,759,165,594,35,613,40,7,64,6220,89,4.72,1.504,9.8,1,3.8,3.9,1.03,1107,1979,-249,0,0,37,5.32,0.694,12753,6288,4251,1878,159,187,0.975,12,1
"271","Atlanta Braves1980",32,26.8,3.91,161,5961,5402,630,1352,226,22,144,597,73,52,434,899,0.25,0.307,0.38,0.687,89,2054,124,20,69,33,49,1054,11,29.6,4.1,81,80,0.503,3.77,161,132,29,9,9,37,1428,1397,660,598,131,454,49,696,26,7,36,6028,99,3.98,1.296,8.8,0.8,2.9,4.4,1.53,1084,1980,-30,0,0,32,4.1,0.71,12852,6396,4284,1950,162,156,0.975,16,2
"272","Baltimore Orioles1980",34,29.7,4.97,162,6282,5585,805,1523,258,29,156,751,111,38,587,766,0.273,0.342,0.413,0.755,107,2307,158,21,42,46,38,1153,12,28.8,3.95,100,62,0.617,3.64,162,120,42,10,7,41,1460,1438,640,591,134,507,33,789,21,4,43,6131,109,3.95,1.332,8.9,0.8,3.1,4.9,1.56,1111,1980,165,0,0,34,3.95,0.709,13140,6293,4380,1818,95,178,0.985,28,3
"273","Boston Red Sox1980",41,29.5,4.73,160,6200,5603,757,1588,297,36,162,717,79,48,475,720,0.283,0.34,0.436,0.776,107,2443,151,32,40,50,48,1135,17,29.5,4.79,83,77,0.519,4.38,160,130,30,8,3,43,1441.1,1557,767,701,129,481,54,696,31,6,28,6192,97,4.02,1.414,9.7,0.8,3,4.3,1.45,1101,1980,-10,0,0,41,4.79,0.686,12972,6410,4324,1937,149,206,0.977,9,1
"274","California Angels1980",41,29.1,4.36,160,6134,5443,698,1442,236,32,106,655,91,63,539,889,0.265,0.332,0.378,0.71,98,2060,141,32,71,49,38,1113,17,27,4.98,65,95,0.406,4.52,160,138,22,6,3,30,1428.1,1548,797,717,141,529,35,725,39,8,32,6256,87,4.21,1.454,9.8,0.9,3.3,4.6,1.37,1174,1980,-99,0,0,40,4.98,0.69,12855,5995,4285,1576,134,144,0.978,-64,-6
"275","Chicago Cubs1980",34,28.8,3.79,162,6218,5619,614,1411,251,35,107,578,93,64,471,912,0.251,0.309,0.365,0.674,83,2053,119,18,69,40,54,1119,12,28,4.49,64,98,0.395,3.89,162,149,13,6,3,35,1479,1525,728,639,109,589,85,923,28,17,39,6402,101,3.71,1.429,9.3,0.7,3.6,5.6,1.57,1237,1980,-114,0,0,34,4.49,0.68,13311,6641,4437,2030,174,149,0.974,-52,-5
"276","Chicago White Sox1980",39,26.7,3.62,162,6001,5444,587,1408,255,38,91,547,68,54,399,670,0.259,0.311,0.37,0.681,87,2012,142,39,67,51,46,1078,14,24.7,4.46,70,90,0.438,3.92,162,130,32,12,5,42,1435.1,1434,722,625,108,563,44,724,39,12,48,6199,104,3.98,1.391,9,0.7,3.5,4.5,1.29,1171,1980,-135,0,0,38,4.46,0.699,12918,6400,4306,1923,171,162,0.973,-12,-1
"277","Cincinnati Reds1980",34,28.6,4.34,163,6209,5516,707,1445,256,45,113,668,156,43,537,852,0.262,0.327,0.386,0.713,98,2130,116,23,78,54,68,1149,15,26,4.11,89,73,0.549,3.85,163,133,30,12,9,37,1459.1,1404,670,624,113,506,60,833,13,19,35,6143,94,3.68,1.309,8.7,0.7,3.1,5.1,1.65,1095,1980,37,0,0,33,4.11,0.71,13134,6214,4378,1730,106,144,0.983,2,0
"278","Cleveland Indians1980",33,27.7,4.61,160,6259,5470,738,1517,221,40,89,692,118,58,617,625,0.277,0.35,0.381,0.731,100,2085,165,37,60,74,51,1231,13,26.8,5.04,79,81,0.494,4.68,160,125,35,8,7,32,1428,1519,807,743,137,552,37,843,32,4,59,6221,88,4.05,1.45,9.6,0.9,3.5,5.3,1.53,1130,1980,-69,0,0,32,5.04,0.689,12852,6102,4284,1713,105,143,0.983,-46,-4
"279","Detroit Tigers1980",34,26.4,5.09,163,6444,5648,830,1543,232,53,143,767,75,68,645,844,0.273,0.348,0.409,0.757,106,2310,144,33,63,55,35,1219,14,25.6,4.64,84,78,0.519,4.25,163,123,40,9,9,30,1467.1,1505,757,693,152,558,72,741,27,6,52,6335,97,4.28,1.406,9.2,0.9,3.4,4.5,1.33,1176,1980,73,0,0,34,4.64,0.704,13206,6322,4402,1787,133,165,0.979,-20,-2
"280","Houston Astros1980",33,28.6,3.91,163,6254,5566,637,1455,231,67,75,599,194,74,540,755,0.261,0.326,0.367,0.693,101,2045,96,13,89,45,73,1200,13,30.1,3.61,93,70,0.571,3.1,163,132,31,18,13,41,1482.2,1367,589,511,69,466,26,929,25,8,38,6160,106,3.1,1.236,8.3,0.4,2.8,5.6,1.99,1123,1980,48,1,0,32,3.61,0.703,13344,6372,4448,1784,140,145,0.978,-6,-1
"281","Kansas City Royals1980",37,27.7,4.99,162,6357,5714,809,1633,266,59,115,766,185,43,508,709,0.286,0.345,0.413,0.758,108,2362,147,38,34,63,45,1209,15,29.1,4.28,97,65,0.599,3.83,162,125,37,10,8,42,1459.1,1496,694,621,129,465,47,614,19,1,35,6202,105,4.05,1.344,9.2,0.8,2.9,3.8,1.32,1130,1980,115,1,1,36,4.28,0.707,13134,6339,4378,1820,141,150,0.978,22,2
"282","Los Angeles Dodgers1980",35,30.3,4.07,163,6221,5568,663,1462,209,24,148,638,123,72,492,846,0.263,0.323,0.388,0.711,99,2163,108,24,96,41,52,1173,13,28.2,3.63,92,71,0.564,3.25,163,139,24,19,15,42,1472.2,1358,591,531,105,480,48,835,12,15,32,6117,109,3.55,1.248,8.3,0.6,2.9,5.1,1.74,1108,1980,72,0,0,33,3.63,0.715,13254,6371,4418,1830,123,149,0.981,22,2
"283","Milwaukee Brewers1980",33,28,5.01,162,6242,5653,811,1555,298,36,203,774,131,56,455,745,0.275,0.329,0.448,0.777,114,2534,98,25,58,51,59,1100,15,27.3,4.21,86,76,0.531,3.71,162,114,48,14,12,30,1450,1530,682,597,137,420,37,575,24,6,33,6150,104,4.11,1.345,9.5,0.9,2.6,3.6,1.37,1118,1980,129,0,0,32,4.21,0.702,13050,6383,4350,1886,147,189,0.977,25,2
"284","Minnesota Twins1980",36,26.6,4.16,161,6131,5530,670,1468,252,46,99,634,62,46,436,703,0.265,0.319,0.381,0.7,86,2109,151,21,92,51,40,1098,14,28.7,4.5,77,84,0.478,3.93,161,126,35,9,6,30,1451,1502,724,634,120,468,32,744,23,10,32,6142,111,3.82,1.358,9.3,0.7,2.9,4.6,1.59,1065,1980,-54,0,0,36,4.5,0.692,13059,6497,4353,1996,148,192,0.977,37,3
"285","Montreal Expos1980",37,27.2,4.28,162,6164,5465,694,1407,250,61,114,647,237,82,547,865,0.257,0.324,0.388,0.712,99,2121,102,20,76,56,75,1116,16,28.9,3.88,90,72,0.556,3.48,162,129,33,15,10,36,1456.2,1447,629,563,100,460,42,823,22,6,37,6160,103,3.51,1.309,8.9,0.6,2.8,5.1,1.79,1161,1980,65,0,0,37,3.88,0.698,13110,6298,4370,1784,144,126,0.977,-8,-1
"286","New York Mets1980",40,27.4,3.77,162,6130,5478,611,1407,218,41,61,554,158,99,501,840,0.257,0.319,0.345,0.664,88,1890,126,25,73,53,63,1125,17,26.5,4.33,67,95,0.414,3.85,162,145,17,9,6,33,1451.1,1473,702,621,140,510,77,886,21,13,38,6204,92,3.88,1.366,9.1,0.9,3.2,5.5,1.74,1148,1980,-91,0,0,40,4.33,0.692,13062,6190,4354,1682,154,132,0.975,-30,-3
"287","New York Yankees1980",39,30,5.06,162,6329,5553,820,1484,239,34,189,772,86,36,643,739,0.267,0.343,0.425,0.768,112,2358,136,28,51,54,58,1178,13,31.4,4.09,103,59,0.636,3.58,162,133,29,15,12,50,1464.1,1433,662,583,102,463,26,845,22,3,45,6143,110,3.5,1.295,8.8,0.6,2.8,5.2,1.83,1088,1980,158,1,0,39,4.09,0.699,13179,6383,4393,1852,138,160,0.978,-14,-1
"288","Oakland Athletics1980",34,26.6,4.23,162,6160,5495,686,1424,212,35,137,635,175,82,506,824,0.259,0.322,0.385,0.707,100,2117,124,19,99,41,49,1076,15,25.8,3.96,83,79,0.512,3.46,162,68,94,9,8,13,1471.2,1347,642,566,142,521,29,769,31,8,51,6175,108,4.09,1.269,8.2,0.9,3.2,4.7,1.48,1118,1980,44,0,0,31,3.96,0.727,13245,6176,4415,1631,130,115,0.979,99,9
"289","Philadelphia Phillies1980",39,30.6,4.49,162,6269,5625,728,1517,272,54,117,674,140,62,472,708,0.27,0.327,0.4,0.726,98,2248,120,33,77,58,65,1131,17,28.6,3.94,91,71,0.562,3.43,162,137,25,8,5,40,1480,1419,639,564,87,530,83,889,20,23,51,6251,110,3.43,1.317,8.6,0.5,3.2,5.4,1.68,1172,1980,89,1,1,39,3.94,0.701,13320,6512,4440,1936,136,136,0.979,4,0
"290","Pittsburgh Pirates1980",37,29.6,4.11,162,6128,5517,666,1469,249,38,116,626,209,102,452,760,0.266,0.322,0.388,0.71,96,2142,107,25,75,56,85,1087,17,29.9,3.99,83,79,0.512,3.58,162,137,25,8,5,43,1458.1,1422,646,580,110,451,52,832,27,12,28,6091,103,3.57,1.284,8.8,0.7,2.8,5.1,1.84,1070,1980,20,0,0,35,3.99,0.701,13125,6331,4375,1819,137,154,0.978,27,2
"291","San Diego Padres1980",36,28.1,3.63,163,6255,5540,591,1410,195,43,67,546,239,73,563,791,0.255,0.324,0.342,0.665,91,1892,113,21,92,38,70,1239,15,28.7,4.01,73,89,0.451,3.65,163,144,19,9,4,39,1466.1,1474,654,595,97,536,113,728,12,14,39,6214,94,3.74,1.371,9,0.6,3.3,4.5,1.36,1161,1980,-63,0,0,36,4.01,0.699,13197,6543,4399,2012,132,157,0.98,5,0
"292","Seattle Mariners1980",34,28.6,3.74,163,6142,5489,610,1359,211,35,104,564,116,62,483,727,0.248,0.308,0.356,0.664,81,1952,136,19,106,44,44,1095,13,26.5,4.87,59,103,0.364,4.38,163,132,31,7,3,26,1457.1,1565,793,709,159,540,94,703,27,7,31,6330,94,4.37,1.444,9.7,1,3.3,4.3,1.3,1165,1980,-183,0,0,33,4.87,0.693,13116,6451,4372,1930,149,189,0.977,-11,-1
"293","San Francisco Giants1980",38,28.3,3.56,161,6047,5368,573,1310,199,44,80,539,100,58,509,840,0.244,0.308,0.342,0.651,84,1837,122,14,100,54,61,1116,17,27.6,3.94,75,86,0.466,3.46,161,134,27,10,6,35,1448.1,1446,634,556,92,492,78,811,30,21,31,6177,103,3.54,1.338,9,0.6,3.1,5,1.65,1198,1980,-61,0,0,38,3.94,0.694,13035,6329,4345,1825,159,124,0.975,-36,-3
"294","St. Louis Cardinals1980",42,27.2,4.56,162,6204,5608,738,1541,300,49,101,688,117,54,451,781,0.275,0.328,0.4,0.728,100,2242,141,21,73,49,74,1110,21,27.8,4.38,74,88,0.457,3.93,162,128,34,9,8,27,1447,1454,710,632,90,495,76,664,21,17,39,6113,95,3.71,1.347,9,0.6,3.1,4.1,1.34,1062,1980,28,0,0,41,4.38,0.703,13023,6422,4341,1959,122,174,0.981,24,2
"295","Texas Rangers1980",41,30,4.64,163,6320,5690,756,1616,263,27,124,720,91,49,480,589,0.284,0.339,0.405,0.744,107,2305,156,23,70,56,51,1186,20,31,4.61,76,85,0.472,4.02,163,128,35,6,4,25,1451.2,1561,752,649,119,519,49,890,37,5,58,6305,97,3.74,1.433,9.7,0.7,3.2,5.5,1.71,1198,1980,4,0,0,40,4.61,0.676,13065,6320,4355,1818,147,169,0.977,-88,-8
"296","Toronto Blue Jays1980",37,25.8,3.85,162,6149,5571,624,1398,249,53,126,580,67,72,448,813,0.251,0.309,0.383,0.691,85,2131,119,33,63,34,44,1083,16,26,4.7,67,95,0.414,4.19,162,123,39,9,9,23,1466,1523,762,683,135,635,57,705,28,5,41,6369,103,4.34,1.472,9.3,0.8,3.9,4.3,1.11,1209,1980,-138,0,0,37,4.7,0.697,13194,6470,4398,1939,133,206,0.979,14,1
"297","Atlanta Braves1981",40,26.5,3.69,107,4056,3642,395,886,148,22,64,366,98,39,321,540,0.243,0.306,0.349,0.655,84,1270,83,18,56,18,38,731,16,31.5,3.89,50,56,0.472,3.45,107,96,11,4,4,24,968,936,416,371,62,330,31,471,11,6,25,4078,105,3.52,1.308,8.7,0.6,3.1,4.4,1.43,758,1981,-21,0,0,39,3.89,0.707,8712,4290,2904,1284,102,93,0.976,-3,0
"298","Baltimore Orioles1981",34,30.2,4.09,105,3985,3516,429,883,165,11,88,408,41,34,404,454,0.251,0.329,0.379,0.708,104,1334,110,15,26,24,29,760,12,29.3,4.16,59,46,0.562,3.7,105,80,25,10,7,23,940,923,437,386,83,347,22,489,14,5,29,3970,99,3.86,1.351,8.8,0.8,3.3,4.7,1.41,713,1981,-8,0,0,34,4.16,0.71,8460,4100,2820,1212,68,114,0.983,-4,-1
"299","Boston Red Sox1981",32,29.2,4.81,108,4281,3820,519,1052,168,17,90,492,32,31,378,520,0.275,0.34,0.399,0.739,108,1524,98,13,37,33,18,814,13,27.9,4.45,59,49,0.546,3.81,108,89,19,4,4,24,987.1,983,481,418,90,354,28,536,28,1,18,4213,102,3.86,1.354,9,0.8,3.2,4.9,1.51,770,1981,38,0,0,32,4.45,0.703,8886,4298,2962,1245,91,108,0.979,5,1
"300","California Angels1981",37,30.5,4.33,110,4191,3688,476,944,134,16,97,439,44,33,393,571,0.256,0.33,0.38,0.71,106,1401,97,29,51,30,23,785,16,30,4.12,51,59,0.464,3.7,110,83,27,8,5,19,971.1,958,453,399,81,323,24,426,21,5,18,4089,99,3.87,1.319,8.9,0.8,3,3.9,1.32,722,1981,23,0,0,37,4.12,0.71,8742,4301,2914,1286,101,120,0.977,-2,0
"301","Chicago Cubs1981",39,28.2,3.49,106,3984,3546,370,838,138,29,57,348,72,41,342,611,0.236,0.303,0.34,0.643,80,1205,78,13,53,30,44,721,15,28.1,4.56,38,65,0.369,4.01,106,100,6,2,2,20,956.2,983,483,426,59,388,60,532,21,8,42,4165,93,3.57,1.433,9.2,0.6,3.7,5,1.37,812,1981,-113,0,0,38,4.56,0.686,8610,4267,2870,1284,113,103,0.974,-66,-9
"302","Chicago White Sox1981",34,28.5,4.49,106,4064,3615,476,982,135,27,76,438,86,44,322,518,0.272,0.335,0.387,0.722,111,1399,90,43,48,36,16,755,14,25.4,3.99,54,52,0.509,3.47,106,86,20,8,6,23,940.2,891,423,363,73,336,17,529,24,6,24,3964,102,3.63,1.304,8.5,0.7,3.2,5.1,1.57,719,1981,53,0,0,33,3.99,0.709,8466,4127,2822,1218,87,113,0.979,-4,0
"303","Cincinnati Reds1981",33,29.3,4.3,108,4123,3637,464,972,190,24,64,429,58,37,375,553,0.267,0.335,0.385,0.721,103,1402,98,18,53,40,38,789,13,26.8,4.07,66,42,0.611,3.73,108,83,25,14,10,20,965.2,863,440,400,67,393,40,593,12,7,27,4065,96,3.53,1.301,8,0.6,3.7,5.5,1.51,728,1981,24,0,0,31,4.07,0.717,8691,4109,2897,1132,80,99,0.981,-2,0
"304","Cleveland Indians1981",33,28.8,4.18,103,3952,3507,431,922,150,21,39,397,119,37,343,379,0.263,0.327,0.351,0.678,97,1231,91,13,46,43,31,742,12,28.3,4.29,52,51,0.505,3.88,103,70,33,10,9,13,931,989,442,401,67,311,15,569,10,2,30,4003,95,3.35,1.396,9.6,0.6,3,5.5,1.83,768,1981,-11,0,0,33,4.29,0.679,8379,4036,2793,1156,87,91,0.978,-56,-8
"305","Detroit Tigers1981",34,27.1,3.92,109,4109,3600,427,922,148,29,65,403,61,37,404,500,0.256,0.331,0.368,0.699,99,1323,98,18,50,37,33,790,14,26.2,3.71,60,49,0.55,3.53,109,76,33,13,6,22,969.1,840,404,380,83,373,41,476,27,5,24,4030,107,3.97,1.251,7.8,0.8,3.5,4.4,1.28,718,1981,23,0,0,34,3.71,0.74,8724,4238,2908,1263,67,109,0.984,62,9
"306","Houston Astros1981",37,28.9,3.58,110,4156,3693,394,948,160,35,45,369,81,43,340,488,0.257,0.318,0.356,0.673,96,1313,69,8,79,35,49,795,12,31.1,3.01,61,49,0.555,2.66,110,87,23,19,13,25,990,842,331,293,40,300,24,610,11,4,36,4034,124,2.84,1.154,7.7,0.4,2.7,5.5,2.03,733,1981,63,1,0,37,3.01,0.721,8910,4263,2970,1206,87,81,0.98,17,2
"307","Kansas City Royals1981",35,29.2,3.85,103,3941,3560,397,952,169,29,61,381,100,53,301,419,0.267,0.325,0.383,0.707,106,1362,84,17,28,35,34,757,13,28.8,3.93,50,53,0.485,3.56,103,79,24,8,4,24,922.1,909,405,365,75,273,36,404,20,4,13,3878,101,3.73,1.282,8.9,0.7,2.7,3.9,1.48,706,1981,-8,1,0,35,3.93,0.716,8301,3939,2767,1100,72,94,0.982,6,1
"308","Los Angeles Dodgers1981",37,29.3,4.09,110,4189,3751,450,984,133,20,82,427,73,46,331,550,0.262,0.323,0.374,0.697,101,1403,83,17,62,27,38,776,13,26.2,3.24,63,47,0.573,3.01,110,84,26,19,15,24,997,904,356,333,54,302,38,603,14,1,19,4099,112,3.05,1.21,8.2,0.5,2.7,5.4,2,752,1981,94,1,1,37,3.24,0.711,8973,4322,2991,1244,87,101,0.98,-5,-1
"309","Milwaukee Brewers1981",33,28.8,4.52,109,4152,3743,493,961,173,20,96,475,39,36,300,461,0.257,0.313,0.391,0.704,107,1462,83,29,35,45,35,709,16,29.1,4.21,62,47,0.569,3.91,109,98,11,4,1,35,986,994,459,428,72,352,33,448,11,2,31,4181,89,3.75,1.365,9.1,0.7,3.2,4.1,1.27,764,1981,34,1,0,32,4.21,0.705,8874,4395,2958,1358,79,135,0.982,3,0
"310","Minnesota Twins1981",38,26.8,3.44,110,4026,3676,378,884,147,36,47,359,34,27,275,497,0.24,0.293,0.338,0.632,78,1244,95,11,36,27,28,692,14,27.2,4.42,41,68,0.376,3.98,110,97,13,6,2,22,979.2,1021,486,433,79,376,53,500,17,14,19,4230,100,3.83,1.426,9.4,0.7,3.5,4.6,1.33,805,1981,-108,0,0,37,4.42,0.693,8817,4303,2939,1268,96,103,0.978,-19,-3
"311","Montreal Expos1981",43,26.9,4.1,108,4068,3591,443,883,146,28,81,407,138,40,368,498,0.246,0.316,0.37,0.686,94,1328,74,16,63,30,55,722,15,28.9,3.65,60,48,0.556,3.3,108,88,20,12,8,23,975,902,394,357,58,268,21,520,18,2,28,4008,107,3.19,1.2,8.3,0.5,2.5,4.8,1.94,689,1981,49,1,0,43,3.65,0.715,8775,4129,2925,1123,81,88,0.98,29,4
"312","New York Mets1981",38,28.2,3.31,105,3886,3493,348,868,136,35,57,325,103,42,304,603,0.248,0.308,0.356,0.665,90,1245,78,13,41,34,35,726,19,27.5,4.11,41,62,0.398,3.55,105,98,7,3,1,24,926.1,906,432,365,74,336,35,490,13,10,26,3951,99,3.71,1.341,8.8,0.7,3.3,4.8,1.46,740,1981,-84,0,0,38,4.11,0.699,8334,4104,2779,1195,130,89,0.968,-26,-4
"313","New York Yankees1981",39,30.8,3.93,107,3994,3529,421,889,148,22,100,403,47,30,391,434,0.252,0.325,0.391,0.717,108,1381,99,7,40,27,30,738,16,30.2,3.21,59,48,0.551,2.9,107,91,16,13,0,30,948,827,343,305,64,287,17,606,10,5,25,3872,124,3.14,1.175,7.9,0.6,2.7,5.8,2.11,685,1981,78,1,1,38,3.21,0.721,8532,4073,2844,1157,72,100,0.982,21,3
"314","Oakland Athletics1981",41,27.8,4.2,109,4113,3677,458,910,119,26,104,430,98,47,342,647,0.247,0.312,0.379,0.691,104,1393,75,16,46,32,26,698,14,26.6,3.7,64,45,0.587,3.3,109,49,60,11,11,10,993,883,403,364,80,370,17,505,28,11,30,4166,105,3.83,1.262,8,0.7,3.4,4.6,1.36,784,1981,55,1,0,39,3.7,0.732,8937,4140,2979,1080,81,74,0.98,57,8
"315","Philadelphia Phillies1981",36,31.3,4.59,107,4143,3665,491,1002,165,25,69,453,103,46,372,432,0.273,0.341,0.389,0.73,103,1424,79,23,44,37,42,793,14,30.3,4.41,59,48,0.551,4.05,107,88,19,5,1,23,960.1,967,472,432,72,347,45,580,14,16,32,4086,90,3.49,1.368,9.1,0.7,3.3,5.4,1.67,733,1981,19,1,0,36,4.41,0.692,8643,4252,2881,1285,86,90,0.98,-31,-4
"316","Pittsburgh Pirates1981",37,29.1,3.95,103,3962,3576,407,920,176,30,55,384,122,52,278,494,0.257,0.311,0.369,0.68,90,1321,60,15,54,36,37,717,16,29.9,4.13,46,56,0.451,3.56,103,92,11,5,4,29,942,953,425,373,60,346,51,492,15,11,32,4029,103,3.53,1.379,9.1,0.6,3.3,4.7,1.42,778,1981,-18,0,0,36,4.13,0.696,8478,4083,2826,1171,86,106,0.979,-27,-4
"317","San Diego Padres1981",34,25.8,3.47,110,4185,3757,382,963,170,35,32,350,83,62,311,525,0.256,0.313,0.346,0.659,92,1299,87,14,72,30,39,769,14,27.6,4.14,41,69,0.373,3.72,110,101,9,6,3,23,1002,1013,455,414,64,414,59,492,17,19,30,4297,89,3.74,1.424,9.1,0.6,3.7,4.4,1.19,836,1981,-73,0,0,33,4.14,0.695,9018,4483,3006,1375,102,117,0.977,-22,-3
"318","Seattle Mariners1981",38,28.6,3.87,110,4201,3780,426,950,148,13,89,406,100,50,329,553,0.251,0.314,0.368,0.682,93,1391,70,27,41,24,24,759,15,26.8,4.74,44,65,0.404,4.23,110,100,10,5,2,23,997.1,1039,521,469,76,360,26,478,16,7,40,4274,92,3.76,1.403,9.4,0.7,3.2,4.3,1.33,761,1981,-95,0,0,37,4.74,0.695,8975,4368,2992,1285,91,122,0.979,-16,-2
"319","San Francisco Giants1981",35,29.7,3.85,111,4258,3766,427,941,161,26,63,399,89,50,386,543,0.25,0.32,0.357,0.676,94,1343,91,14,65,27,49,797,13,29.1,3.73,56,55,0.505,3.28,111,103,8,9,3,33,1009.1,970,414,368,57,393,56,561,24,13,36,4302,105,3.46,1.35,8.6,0.5,3.5,5,1.43,860,1981,13,0,0,35,3.73,0.701,9084,4443,3028,1313,102,102,0.977,-22,-3
"320","St. Louis Cardinals1981",35,27.5,4.5,103,4014,3537,464,936,158,45,50,431,88,45,379,495,0.265,0.336,0.377,0.713,100,1334,82,16,46,35,41,747,16,27.9,4.05,59,43,0.578,3.63,103,92,11,5,2,33,943,902,417,380,52,290,45,388,15,11,22,3910,99,3.46,1.264,8.6,0.5,2.8,3.7,1.34,664,1981,47,0,0,34,4.05,0.715,8487,4258,2829,1347,82,108,0.981,31,4
"321","Texas Rangers1981",37,29.9,4.3,105,3972,3581,452,968,178,15,49,418,46,41,295,396,0.27,0.326,0.369,0.696,106,1323,84,21,36,39,40,720,15,29.5,3.7,57,48,0.543,3.4,105,82,23,13,10,18,940.1,851,389,355,67,322,34,488,17,2,18,3909,102,3.57,1.247,8.1,0.6,3.1,4.7,1.52,699,1981,63,0,0,36,3.7,0.725,8463,4230,2821,1340,69,102,0.984,37,5
"322","Toronto Blue Jays1981",35,25.7,3.1,106,3887,3521,329,797,137,23,61,314,66,57,284,556,0.226,0.286,0.33,0.617,74,1163,72,20,44,18,23,658,14,25.8,4.4,37,69,0.349,3.81,106,86,20,4,2,18,953.1,908,466,404,72,377,27,451,36,4,41,4089,103,3.94,1.348,8.6,0.7,3.6,4.3,1.2,763,1981,-137,0,0,35,4.4,0.713,8580,4129,2860,1164,105,102,0.975,5,1
"323","Atlanta Braves1982",39,27,4.56,162,6233,5507,739,1411,215,22,146,687,151,77,554,869,0.256,0.325,0.383,0.708,95,2108,102,29,96,43,64,1124,17,29.4,4.33,89,73,0.549,3.82,162,147,15,11,5,51,1463,1484,702,621,126,502,62,813,24,7,37,6206,99,3.8,1.357,9.1,0.8,3.1,5,1.62,1115,1982,37,1,0,37,4.33,0.695,13167,6448,4389,1922,137,186,0.979,-32,-3
"324","Baltimore Orioles1982",34,29.6,4.75,163,6325,5557,774,1478,259,27,179,735,49,38,634,796,0.266,0.341,0.419,0.76,108,2328,141,25,57,52,52,1207,13,29.5,4.21,94,68,0.58,3.99,163,125,38,8,7,34,1462.1,1436,687,648,147,488,41,719,22,6,35,6185,102,4.09,1.316,8.8,0.9,3,4.4,1.47,1111,1982,87,0,0,32,4.21,0.719,13161,6195,4387,1707,101,140,0.984,42,4
